feature A,feature B,feature C,feature D,feature E,feature F,feature G,feature H,feature I,label
-1.6921918984921809,-0.4216723638818978,-1.7891039250037324,-1.2930359290361118,1.0647615070201957,1.544351285982956,0.1745560785590958,0.57291247654342,0.197411565278399,-7.498771843808051
-0.5112198070952078,-0.16692112467165746,0.5075169617200074,-0.24305105043633315,0.6405422432435515,0.43902090121789605,-1.8279572378748965,-0.7311829521668353,0.4853927100826275,21.16252353183713
0.05935252924686415,0.8313032896296655,-0.9154389852177854,0.6603024418705372,0.5551998306914859,0.17351471511029687,0.13900634246809385,0.5957133921001341,-0.8242067604780952,151.14805965065125
0.37448822018512923,-1.1869301735667288,-1.4380069441413916,-0.06740501020294412,0.8983676771570426,-0.5150605387330088,-0.2532975433841656,-1.156222052305217,2.492447281278452,86.52219655797217
,-0.06767481947846511,0.2609162866442683,-1.5149336413030856,,0.8207404862273995,-1.3383977303678074,0.7799206412672793,-1.1998520218639837,-148.00565774394812
-1.4752985733005233,0.5286742128604238,-0.1696806550256285,0.3978090930836367,0.03817450830468228,0.4835367495291052,0.230703031612707,0.571629880578165,0.47672656162583255,-76.19937922001616
-0.9865361516401606,-0.086774175618525,0.7081185618312446,0.5636741660065759,1.4795044449971526,0.41334563435093813,0.010991825622314304,1.7343163430545354,0.9134674757850847,82.01390419574555
-0.4132975894685876,-0.33071543531023745,0.18705718849654174,-0.30415240870414856,-0.5294300677566903,-1.372987454889606,1.2064509901890246,-0.29466378392662446,-0.4681533439555213,81.21439019072847
-0.5273899710195921,-0.22192671649709073,-0.5751765039629949,-1.0305589600647975,-0.012815871584035639,0.47975706383148364,0.2613987825522836,-1.0631952033754903,-1.5434255863423891,67.27070729118904
,-0.32795336295929184,-0.2621885537841675,1.2448877806004128,-0.38845761457536226,-0.5009257019405421,-1.315360696816997,0.30460990814079164,-1.558578904731328,-145.02782294173917
-1.2090219295772646,1.4302159399365286,0.12029153176126288,0.2829990008443154,1.096130051324,1.9294456483061315,0.7293021008368438,-0.21618992826751582,1.3485183086854318,15.760665861823881
0.33081820566680864,0.6399527602663457,-0.7155139984213108,0.6368865429767506,-0.19917761242853294,-0.17763857399258795,0.8395584224452163,0.9922556053597544,-2.002506799741023,29.847510693370058
0.38422390760961295,1.6587600652185603,-0.9476295823409168,-1.6915280733782951,-0.14840967276296285,0.007783556080055194,0.4645794997252573,0.033985690445893994,-0.32991680674183765,-36.47238677327087
-0.6554501456817806,0.9992744136838749,-0.16334666915564583,-0.04264119850446815,-3.1156622819071416,2.0018195732361335,-0.67913382402816,-0.7437338542363541,2.4584712180387682,59.42140428668576
0.1397308309350575,0.8146081877454482,2.093276604941993,-0.7327011036445549,1.620816207978576,-1.3090595824849358,-0.8269575986515144,-1.1111311756632098,0.44869698981759054,140.8239046992367
-1.5720729444331594,1.3558858016575668,-0.39798633263877387,0.8315401096746716,0.3433292317540884,0.1931655258534983,-1.1873060268197742,-0.27446357242491304,0.6965715362949619,37.744586809399266
0.418892748474249,-0.10431813586092349,0.2717642460406483,-0.44102414555517255,0.8206178538402736,1.422493383520504,-0.49777681736967544,-0.6972121698744748,0.31290487272198836,2.066715248127082
